Sales,Profits,Discounts
13.092,-10.0372,0.7
109.592,8.2194,0.2
56.7,27.783,0
79.99,28.7964,0
69.5,20.155,0
191.6,91.968,0
10.56,5.0688,0
47.79,16.2486,0
714.3,207.147,0
2321.9,1114.512,0
17.94,3.0498,0
9.522,-6.9828,0.7
791.964,-131.994,0.4
4.923,-3.9384,0.7
209.979,-356.9643,0.7
33.93,-22.62,0.7
222.32,25.011,0.2
210.564,-52.641,0.4
35.168,9.6712,0.2
1502.376,-250.396,0.4
10.11,3.2352,0
772.47,146.7693,0
20.46,5.3196,0
347.58,17.379,0
72.64,21.792,0
772.47,146.7693,0
39.92,11.1776,0
33.48,16.4052,0
461.97,133.9713,0
137.62,60.5528,0
302.67,72.6408,0
239.976,53.9946,0.2
8.34,2.1684,0
8.57,2.2282,0
119.616,40.3704,0.2
212.94,25.5528,0
26.49,7.4172,0
687.4,48.118,0
653.55,111.1035,0
33.9,2.034,0
239.96,83.986,0.2
199.836,-37.1124,0.3
716,193.32,0
221.06,103.8982,0
67.71,32.5008,0
129.92,38.976,0
467.46,191.6586,0
61.4,28.858,0
720.76,187.3976,0
5.184,1.8144,0.2
14.7,3.969,0
8.134,-13.8278,0.8
79.984,13.9972,0.2
18.54,8.7138,0
24.4,7.93,0.2
195.64,91.9508,0
398.4,84.66,0.2
7.056,0.7938,0.2
1352.3976,-437.5404,0.32
26.4,11.88,0
41.88,0.8376,0
99.846,-83.205,0.7
699.98,195.9944,0
584.82,70.1784,0
43.98,21.99,0
377.97,105.8316,0
123.96,11.1564,0
391.98,113.6742,0
383.976,81.5949,0.2
1781.682,-653.2834,0.4
21.4,6.206,0
549.99,274.995,0
167.535,37.23,0.1
38.34,17.253,0
53.88,22.6296,0
299.98,83.9944,0
62.8,15.7,0
13.904,4.5188,0.2
744.1,-95.67,0.3
44.84,5.605,0.2
401.59,-131.951,0.3
18.24,8.5728,0
359.499,-29.6058,0.15
10.48,2.8296,0
20.736,7.2576,0.2
35.168,8.3524,0.2
64.704,23.4552,0.2
105.52,48.5392,0
5.792,-9.5568,0.8
466.158,-93.2316,0.4
10.312,-1.289,0.2
2.556,-1.7892,0.7
7.968,2.8884,0.2
8.784,3.1842,0.2
3.024,-0.6048,0.2
51.45,13.8915,0
14.016,-31.536,0.8
214.95,-120.372,0.5
35.04,-7.008,0.2
10.776,-4.8492,0.6
4.6,-8.05,0.8
35.168,-8.3524,0.2
19.152,6.4638,0.2
4.448,0.3336,0.2
5.184,1.8792,0.2
15.552,5.4432,0.2
40.032,12.51,0.2
16.776,5.0328,0.2
186.304,13.9728,0.2
66.36,23.226,0
42.048,5.256,0.2
67.92,6.792,0.2
52.512,19.692,0.2
186.912,-35.046,0.2
10.048,3.14,0.2
17.496,-7.4358,0.6
15.552,5.4432,0.2
10.776,3.3675,0.2
3.304,1.0738,0.2
35.48,0,0
34.44,16.1868,0
629.93,296.0671,0
79.056,28.6578,0.2
232.55,9.302,0
99.98,42.9914,0
19.44,9.3312,0
12.96,6.3504,0
464.292,-108.3348,0.4
68.46,31.4916,0
2799.96,1371.9804,0
601.3,198.429,0
16.99,4.4174,0
287.97,80.6316,0
44.82,21.0654,0
101.12,37.4144,0
107.976,37.7916,0.2
58.73,14.6825,0
93.344,32.6704,0.2
17.05,8.184,0
8.096,2.7324,0.2
30.36,13.0548,0
23.34,10.9698,0
51.55,24.2285,0
119.9,43.164,0
1317.492,292.776,0.1
63.84,18.5136,0
3.592,1.1225,0.2
86.26,29.3284,0
139.04,38.9312,0
46.8,16.38,0
8.544,1.9224,0.2
842.376,105.297,0.2
1214.85,352.3065,0
67.78,16.945,0
39.9,10.374,0
2.688,0.84,0.2
6.6,2.904,0
28.4,13.064,0
212.94,34.0704,0
1001.584,125.198,0.2
569.058,-178.8468,0.3
14.224,-10.3124,0.6
105.584,9.2386,0.2
68.72,-14.603,0.2
1367.84,259.8896,0
301.96,33.2156,0
170.352,-17.0352,0.2
3.9,1.521,0
12.84,5.778,0
15.84,7.128,0
563.94,112.788,0
62.94,11.9586,0
535.41,160.623,0
3504.9,700.98,0
144.12,69.1776,0
314.55,150.984,0
3.408,0.8946,0.2
2.072,-3.5224,0.8
328.3992,-91.7586,0.32
53.248,19.968,0.2
4.992,1.6848,0.2
37.68,15.8256,0
258.576,19.3932,0.2
75.84,29.5776,0
45.36,21.7728,0
45.78,22.89,0
40.29,10.0725,0
38.71,17.8066,0
1801.632,-337.806,0.2
748.752,-162.2296,0.4
199.96,15.9968,0
1516.2,394.212,0
167.952,-27.2922,0.2
45.04,4.504,0.2
23.16,11.58,0
397.6,43.736,0
85.96,40.4012,0
13.12,4.3296,0
45.66,22.3734,0
158.13,77.4837,0
43.6,4.36,0.2
3930.072,-786.0144,0.2
2.304,0.7776,0.2
431.976,32.3982,0.2
41.72,5.7365,0.2
104.23,28.1421,0
70.26,18.9702,0
9.26,3.0558,0
105.98,4.2392,0
1.24,0.5828,0
20.7,9.936,0
28.9,14.161,0
27.18,12.7746,0
465.18,120.9468,0
36.63,9.8901,0
51.45,13.8915,0
7.83,3.6018,0
35.4,13.452,0
29.9,13.455,0
17.48,8.2156,0
79.14,36.4044,0
8.4,4.2,0
498.26,134.5302,0
212.94,57.4938,0
706.86,197.9208,0
114.95,2.299,0
43.19,20.7312,0
166.44,79.8912,0
36.56,12.796,0.2
186.144,60.4968,0.2
353.568,-44.196,0.2
81.98,40.1702,0
14.624,5.1184,0.2
697.16,8.7145,0.2
30.93,12.6813,0
27.496,9.2799,0.2
605.34,145.2816,0
210.008,2.6251,0.2
54.96,15.9384,0
164.22,50.9082,0
362.94,36.294,0
59.98,26.3912,0
332.94,6.6588,0
39.872,12.9584,0.2
13.68,3.6936,0
3.318,-5.6406,0.8
10.44,4.8024,0
136.464,15.3522,0.2
333.576,33.3576,0.2
12.544,4.704,0.2
20.768,-52.9584,0.8
43.5,10.875,0
12.576,4.0872,0.2
249.95,19.996,0
49.12,23.0864,0
182.91,53.0439,0
107.648,33.64,0.2
99.372,-7.098,0.3
33.568,-5.4548,0.2
10.56,4.752,0
38.88,18.6624,0
35.2,16.544,0
45.528,15.9348,0.2
196.776,14.7582,0.2
2.92,-4.818,0.8
200.795,-22.948,0.3
46.688,-2.918,0.2
21.864,3.5529,0.2
11.76,5.7624,0
167.94,82.2906,0
3.89,1.0114,0
52.44,24.1224,0
32.36,11.6496,0
406.6,113.848,0
27.92,8.0968,0
399.672,-14.9877,0.2
3.744,-2.6208,0.7
715.2,178.8,0
159.8,70.312,0
44.75,8.5025,0
340.116,-9.7176,0.3
105.52,48.5392,0
13.48,1.8872,0
85.52,22.2352,0
6.16,2.9568,0
36.84,17.3148,0
15.84,0,0
44.4,22.2,0
21.24,7.434,0.2
9.552,-7.3232,0.7
89.991,-152.9847,0.7
163.96,80.3404,0
17.904,6.2664,0.2
966.7,-13.81,0.3
182.112,61.4628,0.2
4.464,0.3348,0.2
51.588,-15.4764,0.4
50.4,23.184,0
89.568,32.4684,0.2
14.89,4.0203,0
543.92,135.98,0
4.08,1.9176,0
18.9,8.694,0
2275.5,386.835,0
1979.7,653.301,0
62.1,29.808,0
37.296,-1.0656,0.3
8.544,-7.476,0.6
68.95,28.959,0
296.37,80.0199,0
39.98,1.999,0
191.058,-46.3998,0.3
13.04,3.912,0.2
1525.188,-2287.782,0.8
9.216,3.3408,0.2
28.048,3.506,0.2
64.96,21.4368,0
30.56,14.9744,0
187.056,11.691,0.2
11.808,1.3284,0.2
9.656,1.5691,0.2
20.736,7.2576,0.2
27.36,-21.888,0.7
2314.116,-1002.7836,0.4
34.236,-26.2476,0.7
19.76,5.928,0.2
15.96,7.98,0
16.9,6.253,0
25.08,9.0288,0
6.68,2.004,0
19.44,9.3312,0
31.92,2.394,0.2
33.568,11.7488,0.2
63.94,24.9366,0
60.6,20.4525,0.2
22.72,6.5888,0
10.68,4.0584,0
17.34,8.4966,0
3.38,1.5548,0
26.976,8.7672,0.2
307.776,111.5688,0.2
244.55,4.891,0
12.24,5.7528,0
13.98,6.0114,0
899.95,53.997,0
1.632,0.5508,0.2
267.96,16.7475,0.2
31.95,2.2365,0
725.84,210.4936,0
10.896,3.9498,0.2
8.544,2.8836,0.2
32.34,15.5232,0
39.9,19.95,0
143.856,48.5514,0.2
41.92,15.196,0.2
329.584,37.0782,0.2
87.28,41.0216,0
279.456,20.9592,0.2
8,3.84,0
27.24,9.534,0.2
16.36,1.636,0
15.78,0.6312,0
45.98,12.8744,0
198.272,-32.2192,0.2
720.76,54.057,0.2
70.56,23.9904,0
81.96,22.9488,0
64.864,6.4864,0.2
151.192,13.2293,0.2
88.776,7.7679,0.2
11.56,5.4332,0
15.58,3.895,0
85.056,28.7064,0.2
273.96,71.2296,0
306.9,79.794,0
15.552,5.4432,0.2
347.361,-69.4722,0.3
10.368,3.6288,0.2
98.16,9.816,0
31.44,7.86,0
348.488,117.6147,0.2
172.736,-30.2288,0.2
15.54,7.6146,0
105.552,35.6238,0.2
25.92,9.072,0.2
15.808,5.3352,0.2
10.368,3.7584,0.2
358.2,41.79,0.4
545.916,72.7888,0.4
40.41,18.5886,0
167.976,10.4985,0.2
109.53,47.0979,0
9.82,4.8118,0
26.352,9.5526,0.2
22.5,10.8,0
9.96,4.5816,0
213.08,102.2784,0
1025.88,235.9524,0
21.98,9.891,0
63.2,23.384,0
39,11.31,0
2.907,-2.0349,0.7
556.665,6.549,0.15
71.98,15.1158,0
79.98,26.3934,0
24.672,7.71,0.2
3.744,1.3104,0.2
445.96,55.745,0.2
36.24,15.2208,0
10.65,5.0055,0
87.92,40.4432,0
22.424,8.409,0.2
90.48,33.93,0.2
42.76,11.1176,0
10.08,3.528,0.2
101.34,8.1072,0
224.75,62.93,0
73.176,-197.5752,0.8
20.736,7.2576,0.2
39.984,-8.9964,0.2
15.36,7.68,0
36.288,12.7008,0.2
150.384,15.0384,0.2
280.782,-60.8361,0.4
31.984,1.1994,0.2
11.232,3.9312,0.2
26.4,11.88,0
3.52,1.0208,0
1649.95,659.98,0
111.9,51.474,0
599.165,35.245,0.15
46.53,12.0978,0
31.984,1.999,0.2
161.568,16.1568,0.2
4.064,1.3716,0.2
6.216,-4.9728,0.7
8.896,0.6672,0.2
1640.7,459.396,0
270,97.2,0
19.52,5.368,0.2
9.81,-6.867,0.7
213.216,15.9912,0.2
588.784,183.995,0.2
2.064,0.1548,0.2
6.368,2.388,0.2
99.6,36.852,0
62.296,21.0249,0.2
10.71,2.7846,0
20.936,7.0659,0.2
33,8.25,0
249.95,87.4825,0
357.93,7.1586,0
57.4,10.906,0
331.96,149.382,0
40.56,12.9792,0
86.2,24.998,0
38.016,13.7808,0.2
8.384,0.7336,0.2
6.848,0.7704,0.2
19.6,9.604,0
68.46,20.538,0
13.344,4.3368,0.2
1478.272,92.392,0.2
16.272,-3.8646,0.2
9.24,4.4352,0
32.34,-23.716,0.7
56.064,19.6224,0.2
108.72,36.693,0.2
181.47,-320.597,0.7
16.176,6.066,0.2
122.352,13.7646,0.2
585.552,73.194,0.2
19.44,9.3312,0
123.92,9.294,0.2
13.36,4.008,0.2
78.256,-17.6076,0.2
102.018,-183.6324,0.7
750.68,37.534,0
44.4,22.2,0
84.55,22.8285,0
17.94,8.7906,0
128.4,62.916,0
1.869,-1.3083,0.7
103.192,11.6091,0.2
36,6.48,0
239.96,115.1808,0
40.68,0.4068,0
419.136,-68.1096,0.2
23.472,7.6284,0.2
3.592,-6.286,0.8
23.976,-5.6943,0.2
6.264,2.0358,0.2
20.808,1.8207,0.2
218.352,-19.1058,0.2
18.16,1.816,0.2
7.36,0.1472,0
41.4,19.872,0
411.332,-4.8392,0.15
7.656,-6.1248,0.7
63.92,19.176,0.2
6.56,1.9024,0
7.83,3.6018,0
41.9,8.799,0
664.146,88.5528,0.1
8.96,4.3904,0
3.312,0.6624,0.2
20.136,1.2585,0.2
8.856,2.8782,0.2
859.2,-186.16,0.4
61.96,27.882,0
17.92,8.6016,0
145.9,62.737,0
56.704,19.1376,0.2
11.12,3.475,0.2
32.896,11.1024,0.2
22.776,7.6869,0.2
239.97,2.3997,0
160.32,44.8896,0
128.85,3.8655,0
1319.96,527.984,0
239.96,-10.284,0.3
54.768,6.846,0.2
13.392,3.1806,0.2
23.92,8.671,0.2
255.968,-28.7964,0.2
21.552,7.0044,0.2
58.24,15.7248,0
80.28,36.9288,0
9.78,4.0098,0
1.81,0.6516,0
37.94,18.2112,0
79.96,27.986,0.2
115.296,40.3536,0.2
2479.96,743.988,0
179.94,75.5748,0
26.85,5.1015,0
323.37,129.348,0
59.94,28.1718,0
64.14,30.7872,0
11.67,5.6016,0
12.96,6.2208,0
17.43,8.0178,0
181.986,-54.5958,0.3
1.592,-2.6268,0.8
22.344,2.5137,0.2
455.97,-218.8656,0.5
10.44,-7.656,0.7
5.214,-4.1712,0.7
67.4,17.524,0
25.16,10.5672,0
126.56,47.46,0.2
43.68,11.7936,0
139.93,34.9825,0
2.672,0.334,0.2
16.656,-3.123,0.2
79.512,20.8719,0.2
36.288,12.7008,0.2
67.9932,-12.9987,0.32
10.16,3.4544,0
6.16,1.9712,0
56.3,15.764,0
6.48,3.1104,0
1325.85,238.653,0
14.94,6.8724,0
34.54,17.27,0
2999.95,1439.976,0
64.12,30.7776,0
19.456,2.1888,0.2
209.986,8.9994,0.3
29.76,1.86,0.2
89.768,-2.5648,0.3
959.984,335.9944,0.2
15.552,5.6376,0.2
34.36,-7.3015,0.2
98.376,35.6613,0.2
29.94,-23.952,0.7
17.472,5.6784,0.2
36.738,-9.1845,0.4
179.94,-44.985,0.4
383.64,122.7648,0
56.52,15.8256,0
6.56,1.9024,0
243.92,-15.245,0.2
47.52,22.8096,0
19.98,8.5914,0
8,3.44,0
6.16,1.9712,0
83.56,1.6712,0
546.06,163.818,0
269.49,5.3898,0
10.9,3.597,0
6.096,2.2098,0.2
34.05,9.534,0
352.38,81.0474,0
245.98,27.0578,0
18.94,9.47,0
59.913,-45.9333,0.7
391.98,109.7544,0
437.85,131.355,0
68.62,32.2514,0
25.02,6.5052,0
10.71,2.7846,0
55.984,4.1988,0.2
14.48,4.887,0.2
142.488,-3.5622,0.2
14.16,1.062,0.2
79.92,27.972,0.2
590.352,206.6232,0.2
17.088,1.068,0.2
98.392,-11.0691,0.2
11.05,2.9835,0
7.78,2.0228,0
659.9,217.767,0
53.04,-4.641,0.2
843.9,371.316,0
1496.16,224.424,0
117.96,5.898,0
21.3,8.733,0
1040.8,281.016,0
29.34,7.9218,0
19.52,5.368,0.2
443.92,8.8784,0
499.95,174.9825,0
3.04,1.0336,0
201.96,50.49,0
68.64,17.16,0
100,21,0
359.98,21.5988,0
6.16,2.9568,0
2348.82,399.2994,0
13.872,4.6818,0.2
273.552,-13.6776,0.2
815.292,-339.705,0.4
234.45,103.158,0
1256.22,75.3732,0
17.46,8.2062,0
10.528,3.6848,0.2
152.8,76.4,0
82.56,28.896,0.2
284.97,85.491,0
60.84,23.1192,0
1325.76,149.148,0.2
572.16,35.76,0.2
28.8,10.08,0.2
11.12,2.8912,0
7.04,3.0976,0
17.94,8.7906,0
34.76,11.297,0.2
74.45,20.1015,0
192.22,69.1992,0
19.44,9.3312,0
32.4,15.552,0
57.9,28.95,0
10.56,0,0
1194.165,210.735,0.15
40.99,20.0851,0
2.94,0.7938,0
45.24,-30.16,0.7
18.688,2.336,0.2
11.648,3.7856,0.2
112.776,-8.4582,0.2
377.45,-264.215,0.5
15.936,5.1792,0.2
28.68,-7.17,0.2
21.44,7.504,0.2
511.056,-95.823,0.2
18.656,1.3992,0.2
11.088,-8.1312,0.7
66.688,4.168,0.2
99.488,8.7052,0.2
14.62,6.8714,0
53.984,17.5448,0.2
389.97,132.5898,0
355.36,92.3936,0
140.376,8.7735,0.2
15.84,5.544,0.2
8.448,2.64,0.2
12.96,6.2208,0
57.408,5.7408,0.2
27.6,2.208,0
38.976,-50.6688,0.6
20.44,9.198,0
109.92,53.8608,0
6.38,2.9348,0
6.48,3.1104,0
15.84,7.128,0
1049.93,293.9804,0
154.9,40.274,0
98.352,35.6526,0.2
14.32,5.191,0.2
129.888,12.9888,0.2
48.944,16.5186,0.2
275.058,-90.3762,0.3
27.36,9.3024,0
44.75,20.585,0
134.99,36.4473,0
26.4,12.672,0
542.94,141.1644,0
71.088,-1.7772,0.2
27.396,-42.4638,0.8
13.456,-23.548,0.8
11.84,4.44,0.2
35.88,17.5812,0
40.752,15.282,0.2
139.96,-22.7435,0.2
2.624,0.2952,0.2
136.53,-52.3365,0.4
263.96,42.8935,0.2
11.64,3.3756,0
40.176,14.5638,0.2
79.44,30.1872,0
357.93,7.1586,0
127.764,21.294,0.1
2799.944,1014.9797,0.2
19.44,9.3312,0
36.792,4.1391,0.2
5.94,1.6038,0
177.55,47.9385,0
619.95,111.591,0
29.16,8.4564,0
57.96,27.2412,0
29.403,5.2272,0.1
81.4,21.164,0
8.72,2.289,0.2
91.176,4.5588,0.2
159.968,29.994,0.2
12.96,6.2208,0
331.536,-82.884,0.2
899.91,395.9604,0
946.344,118.293,0.2
178.11,32.0598,0
1089.75,305.13,0
61.06,28.0876,0
459.92,41.3928,0
27.52,12.6592,0
638.82,185.2578,0
30.69,7.9794,0
25.16,8.5544,0
13.92,4.872,0.2
19.36,9.2928,0
19.3,5.79,0
38.376,13.4316,0.2
12.96,6.3504,0
26.48,10.0624,0
532.72,53.272,0.2
26.72,12.8256,0
20.04,9.6192,0
795.48,7.9548,0
21.56,6.8992,0
249.584,31.198,0.2
68.112,17.8794,0.2
16.56,-2.484,0.2
74.95,36.7255,0
355.455,-184.8366,0.5
44.4,22.2,0
20.65,9.499,0
866.4,225.264,0
5.56,1.4456,0
3.16,-8.532,0.8
1999.96,624.9875,0.2
46.152,12.1149,0.2
32.985,-1.9791,0.5
481.32,125.1432,0
6.384,2.1546,0.2
542.94,152.0232,0
54.92,19.7712,0
1448.82,209.274,0.1
353.88,17.694,0
333.576,25.0182,0.2
60.144,20.2986,0.2
85.2,20.235,0.2
3.15,1.512,0
22.72,10.224,0
14.91,4.6221,0
1158.12,335.8548,0
599.99,233.9961,0
23.968,2.3968,0.2
638.288,-31.9144,0.2
13.208,4.6228,0.2
15.528,5.823,0.2
104.85,50.328,0
30.48,7.9248,0
112.648,11.2648,0.2
71.976,24.2919,0.2
2.21,0.5967,0
15.52,7.4496,0
36.44,16.398,0
217.764,-384.7164,0.7
39.072,4.3956,0.2
22.638,-16.6012,0.7
95.144,10.7037,0.2
12.32,1.848,0.2
4.419,-3.0933,0.7
35,16.8,0
72.784,0,0.2
97.84,25.4384,0
51.75,15.525,0
46.672,16.3352,0.2
1395.54,362.8404,0
117.36,36.3816,0
18.9,8.694,0
77.52,37.9848,0
421.372,-6.0196,0.3
575.968,43.1976,0.2
10.368,3.6288,0.2
15.984,1.1988,0.2
10.272,1.1556,0.2
61.792,6.1792,0.2
205.9992,-27.2646,0.32
12.192,4.1148,0.2
87.168,8.7168,0.2
31.744,8.3328,0.2
132.224,-18.1808,0.2
105.52,48.5392,0
91.96,15.6332,0
1487.976,185.997,0.2
19.44,9.3312,0
11.672,-0.7295,0.2
279.96,78.3888,0
12.912,4.6806,0.2
17.088,5.7672,0.2
93.15,44.712,0
11.52,5.6448,0
238.62,4.7724,0
7.77,2.0979,0
285.48,-10.7055,0.2
19.168,6.4692,0.2
26.136,1.9602,0.2
419.4,201.312,0
90.801,14.1246,0.1
181.764,-8.0784,0.1
5.56,2.224,0
581.96,104.7528,0
29.98,8.0946,0
519.96,176.7864,0
6.264,2.0358,0.2
363.92,0,0.2
64.2,-42.8,0.7
38.52,-26.964,0.7
72.6,-8.1675,0.2
57.568,5.7568,0.2
83.7,3.348,0
32.4,15.552,0
47.98,11.0354,0
415.968,51.996,0.2
304.9,6.098,0
80.96,29.1456,0
777.21,54.4047,0
32.4,15.552,0
225.568,2.8196,0.2
36.6,15.372,0
715.64,178.91,0
795.51,143.1918,0
549.99,274.995,0
74.76,34.3896,0
29.22,12.8568,0
9.64,4.7236,0
33.488,-1.2558,0.2
23.04,-4.896,0.2
1.362,-2.1792,0.8
14.76,-11.439,0.6
239.666,14.098,0.15
301.96,45.294,0
7.968,2.8884,0.2
109.92,53.8608,0
19.44,9.3312,0
11.16,4.3524,0
79.47,22.2516,0
4.56,2.0064,0
1133.35,294.671,0
4.672,0.584,0.2
104.58,-80.178,0.7
1603.136,100.196,0.2
1293.488,80.843,0.2
127.95,21.7515,0
59.76,16.7328,0
108.08,54.04,0
9.54,4.3884,0
11.736,1.0269,0.2
447.86,219.4514,0
17.94,8.7906,0
245.88,68.8464,0
192.16,92.2368,0
801.568,50.098,0.2
368.91,180.7659,0
885.528,-99.6219,0.2
28.28,7.3528,0
4912.59,196.5036,0
14.352,5.0232,0.2
179.97,86.3856,0
42.76,11.1176,0
45.68,21.0128,0
25.06,11.7782,0
38.432,13.4512,0.2
21.568,1.6176,0.2
81.576,2.0394,0.2
2.78,1.3622,0
99.87,23.9688,0
44.4,22.2,0
21.4,9.63,0
71.12,22.0472,0
259.96,124.7808,0
9.78,4.89,0
24.192,7.56,0.2
31.56,10.4148,0
59.94,28.1718,0
45.36,22.2264,0
26.4,12.672,0
41.4,19.872,0
16.95,1.017,0
24.704,9.264,0.2
59.7,26.865,0
14.52,5.6628,0
104.184,33.8598,0.2
46.53,13.0284,0
25.5,6.63,0
14.9,1.043,0
87.71,41.2237,0
199.764,8.8784,0.1
94.6,27.434,0
4228.704,158.5764,0.2
2003.92,-25.049,0.2
209.97,58.7916,0
659.9,217.767,0
110.96,53.2608,0
67.8,1.356,0
313.176,-120.0508,0.4
22.96,6.6584,0
1099.5,362.835,0
1215.92,316.1392,0
7.31,3.4357,0
8.92,3.9248,0
87.21,-45.3492,0.5
15.552,5.4432,0.2
683.988,-113.998,0.4
13.392,1.0044,0.2
16.776,4.8231,0.2
527.92,85.787,0.2
25.4,8.636,0
177.48,19.9665,0.2
71.976,8.997,0.2
95.992,9.5992,0.2
13.216,4.2952,0.2
435.84,130.752,0
5.88,1.5876,0
211.168,18.4772,0.2
6.28,2.6376,0
95.1,30.432,0
25.92,12.4416,0
48.84,13.1868,0
25.9,12.691,0
42.68,19.6328,0
299.97,125.9874,0
262.24,78.672,0
234.36,112.4928,0
20.736,7.2576,0.2
10.5,2.94,0
23.968,7.7896,0.2
521.96,-250.5408,0.5
676.55,6.7655,0
154.9,40.274,0
30.56,14.9744,0
770.352,77.0352,0.2
21.12,6.5472,0
575.928,57.5928,0.2
7.78,2.0228,0
123.92,55.764,0
17.22,5.166,0
226.56,63.4368,0
107.88,10.788,0.2
81.98,40.1702,0
104.85,50.328,0
8.704,3.1552,0.2
19.92,9.7608,0
43.02,15.4872,0
240.784,30.098,0.2
414.96,124.488,0
387.72,-67.851,0.2
360.38,93.6988,0
13.56,6.2376,0
552,34.5,0.2
429.9,111.774,0
32.06,15.3888,0
161.96,45.3488,0
19.86,5.7594,0
12.96,6.3504,0
20.544,6.42,0.2
185.58,76.0878,0
77.56,35.6776,0
87.92,0.8792,0
245.94,120.5106,0
8.6,4.042,0
504.9,126.225,0
2357.488,884.058,0.2
369.544,32.3351,0.2
184.752,-20.7846,0.2
64.96,-4.06,0.2
13.52,1.69,0.2
458.43,-137.529,0.3
387.136,24.196,0.2
328.59,-147.8655,0.4
338.352,4.2294,0.2
25.92,12.4416,0
91.36,42.0256,0
87.96,7.6965,0.2
5.214,-4.1712,0.7
12.294,-8.6058,0.7
19.76,8.2992,0
109.764,8.5372,0.1
128.85,3.8655,0
127.95,21.7515,0
68.52,31.5192,0
74.94,14.2386,0
2548.56,286.713,0.2
271.44,122.148,0
287.88,35.985,0.2
14.9,7.152,0
4158.912,363.9048,0.2
91.96,15.6332,0
33.11,12.9129,0
19.44,9.3312,0
55.48,26.6304,0
91.92,11.49,0.2
17.34,4.6818,0
71.98,15.1158,0
7.08,2.478,0.2
69.98,4.8986,0
646.272,64.6272,0.2
10.368,3.7584,0.2
8.4,0.336,0
71.96,25.186,0.2
18.48,6.006,0.2
9.84,2.8536,0
239.24,23.924,0.2
21.12,6.5472,0
54.9,15.372,0
15.24,5.1816,0
19.568,-52.8336,0.8
310.392,-512.1468,0.8
42.6,16.614,0
113.94,54.6912,0
129.92,5.1968,0
5.28,2.5344,0
859.2,75.18,0.2
506.28,177.198,0.2
14.368,3.9512,0.2
314.352,-35.3646,0.2
27.888,10.1094,0.2
238.152,89.307,0.2
692.94,173.235,0
16.146,-12.9168,0.7
1345.485,-1031.5385,0.7
173.488,54.215,0.2
57.75,16.17,0
272.4,76.272,0
11.952,4.0338,0.2
28,7.7,0.2
12.201,-9.7608,0.7
2.068,-3.4122,0.8
83.84,30.392,0.2
11.36,5.3392,0
36.4,17.472,0
27.968,6.992,0.2
142.04,38.3508,0
14.67,6.0147,0
1199.96,224.9925,0.2
12.6,6.174,0
17.94,8.073,0
23.904,7.7688,0.2
88.96,10.008,0.2
518.272,-97.176,0.2
6.98,3.3504,0
343.2,38.61,0.2
17.544,5.9211,0.2
152.688,-26.7204,0.2
3.488,0.5668,0.2
5.888,-1.3248,0.2
153.552,51.8238,0.2
270.62,2.7062,0
468.9,206.316,0
72.48,30.4416,0
10.95,3.285,0
191.82,61.3824,0
151.056,7.5528,0.2
25.16,-11.322,0.6
6.216,-9.6348,0.8
23.616,2.6568,0.2
24.032,-0.6008,0.2
2.088,0.6786,0.2
4.488,-6.732,0.8
29.22,12.8568,0
6.48,3.1104,0
1.188,-0.99,0.7
272.646,18.1764,0.1
212.8,95.76,0
38.52,18.1044,0
72.64,21.792,0
45.4,12.712,0
13.76,6.3296,0
80.991,8.0991,0.1
11.784,3.9771,0.2
4.36,1.7876,0
2888.127,609.7157,0.1
1299.66,350.9082,0
2254.41,375.735,0.1
104.85,28.3095,0
59.97,20.3898,0
314.532,-83.8752,0.4
13.632,3.5784,0.2
19.432,-49.5516,0.8
65.44,-8.18,0.2
6,2.1,0.2
1.908,-3.2436,0.8
1474.802,-21.0686,0.3
110.096,33.0288,0.2
16.752,5.4444,0.2
1537.074,0,0.3
449.372,-12.8392,0.3
41.904,14.1426,0.2
2279.96,592.7896,0
14.94,6.8724,0
191.976,19.1976,0.2
23.832,6.5538,0.2
409.216,61.3824,0.2
72.588,-128.2388,0.7
61.568,4.6176,0.2
20.96,6.812,0.2
44.75,8.5025,0
11.96,5.382,0
3.912,1.2714,0.2
327.996,54.666,0.1
49.408,18.528,0.2
53.25,20.7675,0
3.76,1.316,0
767.214,161.9674,0.1
163.96,59.4355,0.2
161.28,12.096,0.2
192.8,55.912,0
27.696,3.462,0.2
73.164,-186.5682,0.8
32.064,11.2224,0.2
205.666,-12.098,0.15
115.44,30.0144,0
274.8,134.652,0
195.64,3.9128,0
257.98,74.8142,0
119.04,48.8064,0
20.07,9.2322,0
11.76,3.1752,0
11.76,3.1752,0
40.736,14.7668,0.2
201.584,12.599,0.2
340.704,-34.0704,0.2
354.9,88.725,0
1198.33,70.49,0.15
87.92,0.8792,0
51.968,10.3936,0.2
51.336,5.7753,0.2
332.704,33.2704,0.2
42.408,9.5418,0.2
81.54,38.3238,0
167.28,23.4192,0
772.68,108.1752,0
323.976,28.3479,0.2
11.808,3.9852,0.2
26.16,1.962,0.2
33.57,-25.737,0.7
4.992,1.3728,0.2
20.016,5.5044,0.2
170.24,53.2,0.2
117.456,44.046,0.2
22.96,11.2504,0
13.36,6.4128,0
34.248,11.5587,0.2
3.52,1.0208,0
26.7,12.549,0
21.2,9.116,0
838.38,226.3626,0
1690.04,422.51,0
85.96,24.0688,0
121.96,57.3212,0
23.92,11.7208,0
63.96,6.396,0
629.95,176.386,0
113.73,32.9817,0
14.6,6.862,0
887.84,17.7568,0
403.92,25.245,0.2
106.8,10.68,0.2
