click,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21,month,dayofweek,day,hour
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ac0ee841,711ee120,1,0,15704,320,50,1722,0,35,100084,79,10,6,26,23
FALSE,1010,1,85f751fd,c4e18dd6,50e219e0,364e323c,7801e8d9,cef3e649,7a1c16a8,8d388e1d,36b67a2a,4,2,22920,320,50,2649,0,39,-1,204,10,1,28,2
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,0088f94a,35d62fcc,a8d2c4cf,1,0,20634,320,50,2374,3,39,-1,23,10,1,28,17
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,bb63f35e,7abbbd5c,1,0,20072,320,50,2291,3,35,-1,43,10,2,29,22
TRUE,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0627bdab,fa202956,1,0,20072,320,50,2291,3,35,-1,43,10,2,29,16
TRUE,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ceca6887,76dc4769,1,0,21893,320,50,2526,0,35,100077,221,10,2,22,10
FALSE,1005,1,cbb01868,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,86e2467e,eee53df3,1,0,23723,320,50,2716,3,47,100037,23,10,3,30,17
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,73206397,2347f47a,8ded1f7a,e5593c87,36b94e4e,c48dce72,1,0,23143,320,50,2665,0,35,-1,221,10,1,28,16
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6929d972,779d90c2,1,0,22915,320,50,2617,0,35,-1,51,10,2,29,3
FALSE,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2a79be48,05e70df4,1,0,22552,320,50,2602,0,163,-1,182,10,0,27,3
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8e949a91,8a4875bd,1,0,21732,320,50,2502,0,35,-1,221,10,2,22,5
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,ce18f588,abbd6ad1,1,0,21768,320,50,2506,0,35,-1,157,10,2,22,10
TRUE,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5eeebcca,a9a55ebd,1,0,17262,320,50,1872,3,39,-1,23,10,1,28,2
FALSE,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c4bd345f,d4897fef,1,0,16208,320,50,1800,3,167,100081,23,10,0,27,3
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f8b7ec3f,49ea3580,1,0,22260,320,50,2545,0,39,-1,221,10,4,24,9
FALSE,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,be7092cb,8a4875bd,1,0,15702,320,50,1722,0,35,-1,79,10,2,22,8
FALSE,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4c3704bd,a0f5f879,1,0,16208,320,50,1800,3,167,100075,23,10,0,27,23
FALSE,1005,0,e3c09f3a,d262cf1e,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,70079ac5,d6e0e6ff,1,0,21697,320,50,2497,3,43,100151,42,10,2,22,11
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,b9011fd0,3973e45a,1,0,23224,320,50,2676,0,35,100177,221,10,2,29,3
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,3f2a6cbb,33da2e74,cef3e649,a99f214a,009a7861,cc63cb07,1,0,19733,320,50,2260,0,171,100156,91,10,2,22,17
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,a4db51b9,d9b5648e,0f2161f8,a99f214a,cc367129,72a00661,1,0,16685,320,50,1092,3,811,100156,61,10,4,24,4
FALSE,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a0298d84,2f1a7449,1,0,19251,320,50,2201,3,35,100119,43,10,1,21,7
FALSE,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d08a93f3,c6263d8a,1,0,21790,320,50,2513,3,35,-1,68,10,2,22,5
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,47a403d6,4ea23a13,1,0,22676,320,50,2616,0,35,-1,51,10,3,30,13
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8d4e00cd,375c3d47,1,0,21759,320,50,2502,0,35,-1,221,10,1,21,16
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,dd13be39,cd5b1559,1,2,23143,320,50,2665,0,35,100177,221,10,1,28,11
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,a116b1af,b4b19c97,1,0,21611,320,50,2480,3,297,100111,61,10,2,22,20
FALSE,1005,0,c1fcc9a1,422b8953,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,6e173664,8571106b,1,0,21770,320,50,2507,0,35,100084,157,10,2,22,10
FALSE,1005,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,3ce38cb4,c464aa46,1,0,19772,320,50,2227,0,935,100079,48,10,6,26,9
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,283f346e,f063b808,1,0,22755,320,50,2639,2,35,-1,23,10,1,28,18
FALSE,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d1339bfd,1f0bc64f,1,0,20969,320,50,2372,0,813,-1,46,10,3,30,15
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,8695746,573eaa36,1,0,21611,320,50,2480,3,297,100111,61,10,1,28,23
FALSE,1005,1,92c7cbe7,6e882918,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,e000226c,7abbbd5c,1,0,20003,320,50,2282,3,35,100148,117,10,1,21,4
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9419210d,553f099b,1,0,22259,320,50,2545,0,167,100084,221,10,5,25,19
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,822e3f34,2347f47a,f95efa07,a99f214a,e56d0769,cf28826a,1,0,21767,320,50,2506,0,35,100111,157,10,2,22,9
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,998c5069,4ffd3a7e,1,3,21191,320,50,2424,1,161,100190,71,10,5,25,18
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,a4869716,2347f47a,d1327cf5,a99f214a,a6b9c296,ad328c4d,1,3,377,320,50,112,3,1319,100148,15,10,4,24,16
FALSE,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cf9f20f3,8a4875bd,1,0,6563,320,50,572,2,39,-1,32,10,6,26,12
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,004591eb,981edffc,1,3,21189,320,50,2424,1,161,100189,71,10,6,26,23
FALSE,1002,0,0f7822e8,eed1f57e,50e219e0,ecad2386,7801e8d9,07d7df22,d4692f8a,d09f247d,911a3c09,0,0,17081,320,50,1921,3,47,100075,23,10,0,27,17
FALSE,1005,0,9e8cf15d,0d3cb7be,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bda118cb,be87996b,1,2,21770,320,50,2507,0,35,-1,157,10,2,22,8
TRUE,1002,0,9e8e8d09,16a36ef3,50e219e0,ecad2386,7801e8d9,07d7df22,7f346344,d7b9e015,12edfe21,0,0,5299,320,50,479,3,39,100075,23,10,2,22,8
FALSE,1010,1,85f751fd,c4e18dd6,50e219e0,f1cd0776,7801e8d9,0f2161f8,71e4cd26,b08c6801,7cc54c90,4,0,21776,320,50,2509,0,553,100151,101,10,2,22,10
FALSE,1005,1,c63170c5,a9bba545,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ad3b0ca1,5ec45883,1,0,19772,320,50,2227,0,679,100079,48,10,2,22,4
FALSE,1005,0,f4959604,7256c623,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,74ce671b,ecb851b2,1,0,8330,320,50,761,3,175,100075,23,10,1,21,4
TRUE,1002,0,d1a51189,08facbad,50e219e0,ecad2386,7801e8d9,07d7df22,318a9a59,41d356fe,91abff7d,0,0,6616,320,50,576,2,35,-1,32,10,3,23,1
FALSE,1005,0,1b581e08,fba7221d,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2489e639,be6db1d7,1,0,8330,320,50,761,3,175,100075,23,10,3,23,5
TRUE,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,12babd82,1f0bc64f,1,0,17014,320,50,1872,3,39,-1,23,10,2,22,23
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,e56f31a5,981edffc,1,3,21189,320,50,2424,1,161,100193,71,10,6,26,20
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ca012a99,8a4875bd,1,0,15699,320,50,1722,0,35,-1,79,10,4,24,0
FALSE,1005,0,023f3644,de0f0f82,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1563150c,8ef046ab,1,0,21764,216,36,2506,0,35,100075,157,10,2,22,13
FALSE,1005,1,0eb72673,d2f72222,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,80e9b5fc,a4528ded,1,0,22137,320,50,1702,0,1059,-1,110,10,3,23,9
FALSE,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b5a7af60,8a4875bd,1,0,21893,320,50,2526,0,167,100079,221,10,2,29,7
TRUE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c6147073,73b4563d,1,2,21760,320,50,2502,0,35,100084,221,10,2,22,7
TRUE,1005,1,dfc6489e,37cbd557,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ab49edd2,86030d43,1,0,19772,320,50,2227,0,935,100081,48,10,0,27,18
FALSE,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,904e8506,384620fb,1,0,19771,320,50,2227,0,679,100081,48,10,3,23,16
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,c8e0ba97,d9b5648e,0f2161f8,a99f214a,e0e44e94,aad45b01,1,0,20984,320,50,2371,0,559,-1,46,10,3,30,22
FALSE,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af62faf4,3bb1ddd7,1,0,19143,320,50,2181,0,169,100156,111,10,2,22,3
FALSE,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8e7f9a37,be6db1d7,1,0,4687,320,50,423,2,39,100148,32,10,1,21,20
TRUE,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e80afa7b,d787e91b,1,0,17753,320,50,1993,2,1063,-1,33,10,3,30,4
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6d87f92b,d3b3178d,1,2,15705,320,50,1722,0,35,-1,79,10,3,23,17
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,0e56b38d,2891f384,1,0,23804,320,50,2726,3,803,-1,229,10,3,30,4
FALSE,1010,1,85f751fd,c4e18dd6,50e219e0,f4a508c7,7801e8d9,0f2161f8,24a44d26,1db5d144,2b127119,5,0,22407,728,90,2583,0,171,100094,108,10,5,25,13
TRUE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1.57E+42,5db079b5,1,2,15703,320,50,1722,0,35,-1,79,10,1,21,3
FALSE,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,00c263fd,c794d6c9,1,0,19772,320,50,2227,0,687,100074,48,10,1,21,8
FALSE,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1cdf67aa,ca136f4e,1,0,17014,320,50,1872,3,39,-1,23,10,2,29,17
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,8ded1f7a,54124274,7c09c9bf,6d44e29a,1,0,22795,320,50,2645,3,35,100103,23,10,2,29,17
FALSE,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,26331849,8a4875bd,1,0,16208,320,50,1800,3,167,100074,23,10,1,28,16
FALSE,1005,1,16c73019,8025317b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f41f95c0,6c247d18,1,2,22991,320,50,2657,3,38,-1,23,10,2,29,3
FALSE,1002,0,0ce41d3a,b5de81b4,50e219e0,ecad2386,7801e8d9,07d7df22,8fdd0d5e,46b1dc9f,66960a7d,0,0,21789,320,50,2512,2,291,-1,52,10,6,26,16
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,dcfe66b3,4ea23a13,1,0,20108,320,50,2299,2,1327,-1,52,10,0,27,16
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,088b6a7b,2347f47a,0f2161f8,a99f214a,689c0122,07835b0f,1,0,23635,320,50,2708,2,39,-1,23,10,3,30,6
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,aad8d45b,e1eae715,1,3,21191,320,50,2424,1,161,100193,71,10,1,28,18
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,6bab15ba,ba7c89b9,be74e6fe,1,0,17017,320,50,1873,3,39,-1,23,10,4,24,14
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a6e14e1f,4ea23a13,1,0,15704,320,50,1722,0,35,-1,79,10,4,24,14
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,9bc294da,aad45b01,1,0,21611,320,50,2480,3,297,100111,61,10,6,26,16
FALSE,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,858de05a,daa861e9,1,0,19772,320,50,2227,0,679,100081,48,10,1,21,16
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8f2a29a2,a4528ded,1,0,15707,320,50,1722,0,35,-1,79,10,0,27,12
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,216b5af5,dd30dbd2,1,0,21715,320,50,2500,2,34,-1,90,10,1,21,10
FALSE,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,984e464b,76dc4769,1,0,15708,320,50,1722,0,35,-1,79,10,1,21,5
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8e90c820,5db079b5,1,2,22104,320,50,2545,0,167,100083,221,10,4,24,11
TRUE,1005,0,e139b348,8933dbcb,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a431996e,a0f5f879,1,0,17239,320,50,1973,3,39,-1,23,10,0,27,4
TRUE,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a5427fd9,36a30aeb,1,0,17653,300,250,1994,2,39,100084,33,10,6,26,13
FALSE,1010,1,85f751fd,c4e18dd6,50e219e0,49227c50,7801e8d9,0f2161f8,00fb8ff1,1b87cfae,375c3d47,4,3,23818,320,50,2728,0,290,100139,42,10,2,29,23
TRUE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7e07d47c,7dc3b26e,1,0,15703,320,50,1722,0,35,100084,79,10,6,26,7
FALSE,1002,0,f4d14b43,b3e07718,50e219e0,ecad2386,7801e8d9,07d7df22,209c45d5,db1e4226,911a3c09,0,0,21789,320,50,2512,2,291,-1,52,10,5,25,2
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,02ad9a83,496515fa,1,3,21191,320,50,2424,1,161,100189,71,10,1,28,15
TRUE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6300c630,779d90c2,1,0,15706,320,50,1722,0,35,100083,79,10,3,23,7
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,9adb5fe8,0bcabeaf,1,3,21189,320,50,2424,1,161,100191,71,10,0,27,8
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,680e6a92,2347f47a,0f2161f8,a99f214a,0ceabdc6,1f0bc64f,1,0,23722,320,50,2716,3,47,-1,23,10,2,29,21
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,74d9d541,4ea23a13,1,0,15704,320,50,1722,0,35,-1,79,10,5,25,15
TRUE,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b2a0f2da,d787e91b,1,0,17014,320,50,1872,3,39,-1,23,10,2,29,16
TRUE,1002,0,48c42b43,de0f0f82,50e219e0,ecad2386,7801e8d9,07d7df22,cbc0fad2,854f3d2d,be8e9571,0,0,23438,320,50,2684,2,1327,-1,52,10,3,30,2
FALSE,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,207c85d1,fce66524,1,0,6559,320,50,571,2,39,100050,32,10,1,28,6
FALSE,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,157f5e76,8a4875bd,1,0,23091,320,50,2526,0,167,100075,221,10,1,28,10
FALSE,1005,1,2fdff0f2,2296b5b3,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,28bac80a,5ec45883,1,0,17893,320,50,2039,2,39,-1,32,10,1,21,17
FALSE,1002,0,85f751fd,c4e18dd6,50e219e0,0a237cf9,7801e8d9,07d7df22,29b7df8d,9fc360ee,f5093376,0,0,21640,320,50,2485,3,163,100000,93,10,2,22,3
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,5d64a647,36b67a2a,1,3,21189,320,50,2424,1,161,100189,71,10,5,25,16
TRUE,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,42337aa8,d787e91b,1,0,22271,300,250,2569,0,39,100077,221,10,0,27,16
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ffcf9194,f5267723,1,0,15708,320,50,1722,0,35,-1,79,10,4,24,3
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,732997a8,1cbb6156,d787e91b,1,0,22681,320,50,2528,0,39,-1,221,10,1,28,4
TRUE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fd2d1161,f07e20f8,1,2,15703,320,50,1722,0,35,-1,79,10,6,26,2
TRUE,1002,0,9e8e8d09,16a36ef3,50e219e0,ecad2386,7801e8d9,07d7df22,7ba9355f,f56f99bf,4.04E+178,0,0,22700,320,50,2624,0,35,100075,221,10,1,28,1
FALSE,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d1e9d009,fce66524,1,0,23722,320,50,2716,3,47,-1,23,10,2,29,20
TRUE,1002,0,acc6cd52,a53257d3,50e219e0,ecad2386,7801e8d9,07d7df22,a99f214a,999f169a,a0215413,0,0,4687,320,50,423,2,39,100148,32,10,2,22,5
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,71c93712,981edffc,1,3,21191,320,50,2424,1,161,100189,71,10,1,28,6
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,64fb3325,d9b5648e,0f2161f8,a99f214a,b2f026ea,99e427c9,1,0,20391,320,50,2340,3,41,100111,159,10,5,25,2
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,6bcecbce,2347f47a,cef3e649,a99f214a,9cf464ba,a0f5f879,1,0,23222,320,50,2676,0,35,100177,221,10,2,29,4
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,73206397,2347f47a,8ded1f7a,51ac81cc,8cf27fb3,1ccc7835,1,0,23804,320,50,2726,3,803,-1,229,10,3,30,4
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,24fb934b,9b5ce758,1,0,21611,320,50,2480,3,297,100111,61,10,3,30,4
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,be7c618d,2347f47a,f95efa07,8b5c2d6c,324f023e,1610002a,1,2,380,320,50,112,3,1319,-1,15,10,1,21,14
FALSE,1005,1,0c2fe9d6,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ee2900d1,329add22,1,0,20395,320,50,2340,3,41,100111,159,10,4,24,17
FALSE,1010,1,85f751fd,c4e18dd6,50e219e0,93c9cf13,7801e8d9,0f2161f8,06f64b31,32697523,f07e20f8,4,3,15707,320,50,1722,0,35,100083,79,10,1,28,9
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e4ca67db,6e1e2240,1,0,8330,320,50,761,3,175,-1,23,10,0,27,15
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,5e3f096f,2347f47a,0f2161f8,a99f214a,35349082,837b5bc8,1,0,23143,320,50,2665,0,34,100105,221,10,1,28,9
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,2647321e,5096d134,1,0,21770,320,50,2507,0,35,100084,157,10,2,22,9
FALSE,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0de0dc09,1f0bc64f,1,0,21674,320,50,2495,2,167,100173,23,10,3,23,18
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,fb1f3971,4ea23a13,1,0,23221,320,50,2676,0,35,100176,221,10,1,28,12
TRUE,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9001bf06,be74e6fe,1,0,22819,320,50,2648,3,35,100148,23,10,1,28,15
TRUE,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,0f1c494e,ef726eae,1,0,22815,320,50,2647,2,35,100148,23,10,1,28,5
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,f888bf4c,5b9c592b,0f2161f8,c55b3d1e,9465b157,aa35da31,1,0,18987,320,50,2158,3,291,-1,61,10,1,28,18
TRUE,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,b9e33727,6376a831,57b3c6c3,1,0,17016,320,50,1873,3,39,-1,23,10,2,22,19
FALSE,1005,0,74fb2abe,7482f058,72722551,ecad2386,7801e8d9,07d7df22,a99f214a,3e56846c,0153a639,1,0,21665,320,50,2493,3,35,100075,117,10,1,21,13
TRUE,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2f323f36,a326aa30,1,0,22267,320,50,2566,3,41,100156,42,10,6,26,9
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,e11c7e0e,3491f1bd,1,2,21768,320,50,2506,0,35,-1,157,10,2,22,11
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,55911440,5434e0d9,1,2,23995,320,50,2748,0,35,100130,79,10,3,30,10
TRUE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8ca39927,78d9bd10,1,0,21757,320,50,2502,0,35,-1,221,10,3,23,2
TRUE,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e145e231,d787e91b,1,0,21674,320,50,2495,2,167,-1,23,10,6,26,8
FALSE,1005,1,0eb72673,d2f72222,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2cac9c47,4258293,1,0,19771,320,50,2227,0,679,100081,48,10,1,21,18
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,af271f7d,31f8e95a,be74e6fe,1,0,20366,320,50,2333,0,39,-1,157,10,2,22,22
FALSE,1005,0,02d5151c,64778742,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a2291a31,ecb851b2,1,0,23561,320,50,2691,0,419,100084,212,10,2,29,10
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,ba780309,981edffc,1,3,21189,320,50,2424,1,161,100189,71,10,5,25,4
TRUE,1005,0,38217daf,449497bc,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,347595fa,d8cfb063,1,0,20346,300,250,2331,2,39,-1,23,10,3,23,20
FALSE,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f18015f5,aad45b01,1,0,23988,320,50,2747,0,33,-1,76,10,3,30,10
FALSE,1005,0,801dfefb,9b421927,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,f2ecceb2,277e7b8c,1,0,15707,320,50,1722,0,35,100084,79,10,5,25,18
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,aa42be81,1aa0e912,1,0,15708,320,50,1722,0,35,-1,79,10,4,24,8
FALSE,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c79e69ce,6e1e2240,1,0,16208,320,50,1800,3,167,100077,23,10,0,27,11
TRUE,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4c9b34b2,8a4875bd,1,0,16208,320,50,1800,3,167,100074,23,10,3,30,4
FALSE,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ff9e8179,9fef9da8,1,0,20006,320,50,2283,0,163,-1,95,10,6,26,6
FALSE,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,66e99557,15744681,1,0,17037,320,50,1934,2,39,-1,16,10,4,24,14
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9c6e9a58,0989142d,1,0,15706,320,50,1722,0,35,-1,79,10,6,26,10
FALSE,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0e4aa1d9,8a4875bd,1,0,16208,320,50,1800,3,167,100077,23,10,6,26,15
